Table_Name,Fields,Datatype
UiFormulaRule,CreatedById,id
UiFormulaRule,LastModifiedDate,datetime
UiFormulaRule,LastModifiedById,id
UiFormulaRule,SystemModstamp,datetime
UiFormulaRule,AssociatedElementId,id
UiFormulaRule,BooleanFilter,string
UiFormulaRule,Formula,textarea
UiFormulaRule,ParentKeyPrefix,string
UndecidedEventRelation,Id,id
UndecidedEventRelation,RelationId,id
UndecidedEventRelation,EventId,id
UndecidedEventRelation,RespondedDate,datetime
UndecidedEventRelation,Response,string
UndecidedEventRelation,CreatedDate,datetime
UndecidedEventRelation,CreatedById,id
UndecidedEventRelation,LastModifiedDate,datetime
UndecidedEventRelation,LastModifiedById,id
UndecidedEventRelation,SystemModstamp,datetime
UndecidedEventRelation,IsDeleted,boolean
UndecidedEventRelation,Type,string
User,Id,id
User,Username,string
User,LastName,string
User,FirstName,string
User,Name,string
User,CompanyName,string
User,Division,string
User,Department,string
User,Title,string
User,Street,textarea
User,City,string
User,State,string
User,PostalCode,string
User,Country,string
User,Latitude,double
User,Longitude,double
User,GeocodeAccuracy,picklist
User,Address,address
User,Email,email
User,EmailPreferencesAutoBcc,boolean
User,EmailPreferencesAutoBccStayInTouch,boolean
User,EmailPreferencesStayInTouchReminder,boolean
User,SenderEmail,email
User,SenderName,string
User,Signature,textarea
User,StayInTouchSubject,string
User,StayInTouchSignature,textarea
User,StayInTouchNote,string
User,Phone,phone
User,Fax,phone
User,MobilePhone,phone
User,Alias,string
User,CommunityNickname,string
User,BadgeText,string
User,IsActive,boolean
User,TimeZoneSidKey,picklist
User,UserRoleId,id
User,LocaleSidKey,picklist
User,ReceivesInfoEmails,boolean
User,ReceivesAdminInfoEmails,boolean
User,EmailEncodingKey,picklist
User,ProfileId,id
User,UserType,picklist
User,LanguageLocaleKey,picklist
User,EmployeeNumber,string
User,DelegatedApproverId,id
User,ManagerId,id
User,LastLoginDate,datetime
User,LastPasswordChangeDate,datetime
User,CreatedDate,datetime
User,CreatedById,id
User,LastModifiedDate,datetime
User,LastModifiedById,id
User,SystemModstamp,datetime
User,NumberOfFailedLogins,int
User,OfflineTrialExpirationDate,datetime
User,OfflinePdaTrialExpirationDate,datetime
User,UserPermissionsMarketingUser,boolean
User,UserPermissionsOfflineUser,boolean
User,UserPermissionsCallCenterAutoLogin,boolean
User,UserPermissionsSFContentUser,boolean
User,UserPermissionsKnowledgeUser,boolean
User,UserPermissionsInteractionUser,boolean
User,UserPermissionsSupportUser,boolean
User,UserPermissionsJigsawProspectingUser,boolean
User,UserPermissionsSiteforceContributorUser,boolean
User,UserPermissionsSiteforcePublisherUser,boolean
User,UserPermissionsWorkDotComUserFeature,boolean
User,ForecastEnabled,boolean
User,UserPreferencesActivityRemindersPopup,boolean
User,UserPreferencesEventRemindersCheckboxDefault,boolean
User,UserPreferencesTaskRemindersCheckboxDefault,boolean
User,UserPreferencesReminderSoundOff,boolean
User,UserPreferencesDisableAllFeedsEmail,boolean
User,UserPreferencesDisableFollowersEmail,boolean
User,UserPreferencesDisableProfilePostEmail,boolean
User,UserPreferencesDisableChangeCommentEmail,boolean
User,UserPreferencesDisableLaterCommentEmail,boolean
User,UserPreferencesDisProfPostCommentEmail,boolean
User,UserPreferencesContentNoEmail,boolean
User,UserPreferencesContentEmailAsAndWhen,boolean
User,UserPreferencesApexPagesDeveloperMode,boolean
User,UserPreferencesReceiveNoNotificationsAsApprover,boolean
User,UserPreferencesReceiveNotificationsAsDelegatedApprover,boolean
User,UserPreferencesHideCSNGetChatterMobileTask,boolean
User,UserPreferencesDisableMentionsPostEmail,boolean
User,UserPreferencesDisMentionsCommentEmail,boolean
User,UserPreferencesHideCSNDesktopTask,boolean
User,UserPreferencesHideChatterOnboardingSplash,boolean
User,UserPreferencesHideSecondChatterOnboardingSplash,boolean
User,UserPreferencesDisCommentAfterLikeEmail,boolean
User,UserPreferencesDisableLikeEmail,boolean
User,UserPreferencesSortFeedByComment,boolean
User,UserPreferencesDisableMessageEmail,boolean
User,UserPreferencesHideLegacyRetirementModal,boolean
User,UserPreferencesJigsawListUser,boolean
User,UserPreferencesDisableBookmarkEmail,boolean
User,UserPreferencesDisableSharePostEmail,boolean
User,UserPreferencesEnableAutoSubForFeeds,boolean
User,UserPreferencesDisableFileShareNotificationsForApi,boolean
User,UserPreferencesShowTitleToExternalUsers,boolean
User,UserPreferencesShowManagerToExternalUsers,boolean
User,UserPreferencesShowEmailToExternalUsers,boolean
User,UserPreferencesShowWorkPhoneToExternalUsers,boolean
User,UserPreferencesShowMobilePhoneToExternalUsers,boolean
User,UserPreferencesShowFaxToExternalUsers,boolean
User,UserPreferencesShowStreetAddressToExternalUsers,boolean
User,UserPreferencesShowCityToExternalUsers,boolean
User,UserPreferencesShowStateToExternalUsers,boolean
User,UserPreferencesShowPostalCodeToExternalUsers,boolean
User,UserPreferencesShowCountryToExternalUsers,boolean
User,UserPreferencesShowProfilePicToGuestUsers,boolean
User,UserPreferencesShowTitleToGuestUsers,boolean
User,UserPreferencesShowCityToGuestUsers,boolean
User,UserPreferencesShowStateToGuestUsers,boolean
User,UserPreferencesShowPostalCodeToGuestUsers,boolean
User,UserPreferencesShowCountryToGuestUsers,boolean
User,UserPreferencesHideS1BrowserUI,boolean
User,UserPreferencesDisableEndorsementEmail,boolean
User,UserPreferencesPathAssistantCollapsed,boolean
User,UserPreferencesCacheDiagnostics,boolean
User,UserPreferencesShowEmailToGuestUsers,boolean
User,UserPreferencesShowManagerToGuestUsers,boolean
User,UserPreferencesShowWorkPhoneToGuestUsers,boolean
User,UserPreferencesShowMobilePhoneToGuestUsers,boolean
User,UserPreferencesShowFaxToGuestUsers,boolean
User,UserPreferencesShowStreetAddressToGuestUsers,boolean
User,UserPreferencesLightningExperiencePreferred,boolean
User,UserPreferencesPreviewLightning,boolean
User,UserPreferencesHideEndUserOnboardingAssistantModal,boolean
User,UserPreferencesHideLightningMigrationModal,boolean
User,UserPreferencesHideSfxWelcomeMat,boolean
User,UserPreferencesHideBiggerPhotoCallout,boolean
User,UserPreferencesGlobalNavBarWTShown,boolean
User,UserPreferencesGlobalNavGridMenuWTShown,boolean
User,UserPreferencesCreateLEXAppsWTShown,boolean
User,UserPreferencesFavoritesWTShown,boolean
User,UserPreferencesRecordHomeSectionCollapseWTShown,boolean
User,UserPreferencesRecordHomeReservedWTShown,boolean
User,UserPreferencesFavoritesShowTopFavorites,boolean
User,UserPreferencesExcludeMailAppAttachments,boolean
User,UserPreferencesSuppressTaskSFXReminders,boolean
User,UserPreferencesSuppressEventSFXReminders,boolean
User,UserPreferencesPreviewCustomTheme,boolean
User,UserPreferencesHasCelebrationBadge,boolean
User,UserPreferencesUserDebugModePref,boolean
User,UserPreferencesSRHOverrideActivities,boolean
User,UserPreferencesNewLightningReportRunPageEnabled,boolean
User,UserPreferencesNativeEmailClient,boolean
User,ContactId,id
User,AccountId,id
User,CallCenterId,id
User,Extension,phone
User,FederationIdentifier,string
User,AboutMe,textarea
User,FullPhotoUrl,url
User,SmallPhotoUrl,url
User,IsExtIndicatorVisible,boolean
User,OutOfOfficeMessage,string
User,MediumPhotoUrl,url
User,DigestFrequency,picklist
User,DefaultGroupNotificationFrequency,picklist
User,JigsawImportLimitOverride,int
User,LastViewedDate,datetime
User,LastReferencedDate,datetime
User,BannerPhotoUrl,url
User,SmallBannerPhotoUrl,url
User,MediumBannerPhotoUrl,url
User,IsProfilePhotoActive,boolean
User,IndividualId,id
UserAppInfo,Id,id
UserAppInfo,IsDeleted,boolean
UserAppInfo,CreatedDate,datetime
UserAppInfo,CreatedById,id
UserAppInfo,LastModifiedDate,datetime
UserAppInfo,LastModifiedById,id
UserAppInfo,SystemModstamp,datetime
UserAppInfo,UserId,id
UserAppInfo,FormFactor,picklist
UserAppInfo,AppDefinitionId,id
UserAppMenuCustomization,Id,id
UserAppMenuCustomization,OwnerId,id
UserAppMenuCustomization,IsDeleted,boolean
UserAppMenuCustomization,CreatedDate,datetime
UserAppMenuCustomization,CreatedById,id
UserAppMenuCustomization,LastModifiedDate,datetime
UserAppMenuCustomization,LastModifiedById,id
UserAppMenuCustomization,SystemModstamp,datetime
UserAppMenuCustomization,ApplicationId,id
UserAppMenuCustomization,SortOrder,int
UserAppMenuItem,Id,id
UserAppMenuItem,AppMenuItemId,string
UserAppMenuItem,ApplicationId,id
UserAppMenuItem,Label,string
UserAppMenuItem,Description,string
UserAppMenuItem,Name,string
UserAppMenuItem,UserSortOrder,int
UserAppMenuItem,SortOrder,int
UserAppMenuItem,Type,picklist
UserAppMenuItem,LogoUrl,url
UserAppMenuItem,IconUrl,url
UserAppMenuItem,InfoUrl,url
UserAppMenuItem,StartUrl,url
UserAppMenuItem,MobileStartUrl,url
UserAppMenuItem,IsVisible,boolean
UserAppMenuItem,IsUsingAdminAuthorization,boolean
UserEmailPreferredPerson,Id,id
UserEmailPreferredPerson,OwnerId,id
UserEmailPreferredPerson,IsDeleted,boolean
UserEmailPreferredPerson,Name,string
UserEmailPreferredPerson,CreatedDate,datetime
UserEmailPreferredPerson,CreatedById,id
UserEmailPreferredPerson,LastModifiedDate,datetime
UserEmailPreferredPerson,LastModifiedById,id
UserEmailPreferredPerson,SystemModstamp,datetime
UserEmailPreferredPerson,Email,email
UserEmailPreferredPerson,PersonRecordId,id
UserEmailPreferredPersonShare,Id,id
UserEmailPreferredPersonShare,ParentId,id
UserEmailPreferredPersonShare,UserOrGroupId,id
UserEmailPreferredPersonShare,AccessLevel,picklist
UserEmailPreferredPersonShare,RowCause,picklist
UserEmailPreferredPersonShare,LastModifiedDate,datetime
UserEmailPreferredPersonShare,LastModifiedById,id
UserEmailPreferredPersonShare,IsDeleted,boolean
UserLicense,Id,id
UserLicense,LicenseDefinitionKey,string
UserLicense,TotalLicenses,int
UserLicense,Status,picklist
UserLicense,UsedLicenses,int
UserLicense,UsedLicensesLastUpdated,datetime
UserLicense,Name,string
UserLicense,MasterLabel,string
UserLicense,CreatedDate,datetime
UserLicense,LastModifiedDate,datetime
UserLicense,SystemModstamp,datetime
UserListView,Id,id
UserListView,IsDeleted,boolean
UserListView,CreatedDate,datetime
UserListView,CreatedById,id
UserListView,LastModifiedDate,datetime
UserListView,LastModifiedById,id
UserListView,SystemModstamp,datetime
UserListView,UserId,id
UserListView,ListViewId,id
UserListView,SobjectType,picklist
UserListView,LastViewedChart,picklist
UserListViewCriterion,Id,id
UserListViewCriterion,IsDeleted,boolean
UserListViewCriterion,CreatedDate,datetime
UserListViewCriterion,CreatedById,id
UserListViewCriterion,LastModifiedDate,datetime
UserListViewCriterion,LastModifiedById,id
UserListViewCriterion,SystemModstamp,datetime
UserListViewCriterion,UserListViewId,id
UserListViewCriterion,SortOrder,int
UserListViewCriterion,ColumnName,string
UserListViewCriterion,Operation,picklist
UserListViewCriterion,Value,string
UserLogin,Id,id
UserLogin,UserId,id
UserLogin,IsFrozen,boolean
UserLogin,IsPasswordLocked,boolean
UserLogin,LastModifiedDate,datetime
UserLogin,LastModifiedById,id
UserPackageLicense,Id,id
UserPackageLicense,PackageLicenseId,id
UserPackageLicense,UserId,id
UserPackageLicense,CreatedDate,datetime
UserPackageLicense,CreatedById,id
UserPackageLicense,LastModifiedDate,datetime
UserPackageLicense,LastModifiedById,id
UserPackageLicense,SystemModstamp,datetime
UserPermissionAccess,Id,id
UserPermissionAccess,LastCacheUpdate,datetime
UserPermissionAccess,PermissionsEmailSingle,boolean
UserPermissionAccess,PermissionsEmailMass,boolean
UserPermissionAccess,PermissionsEditTask,boolean
UserPermissionAccess,PermissionsEditEvent,boolean
UserPermissionAccess,PermissionsExportReport,boolean
UserPermissionAccess,PermissionsImportPersonal,boolean
UserPermissionAccess,PermissionsDataExport,boolean
UserPermissionAccess,PermissionsManageUsers,boolean
UserPermissionAccess,PermissionsEditPublicFilters,boolean
UserPermissionAccess,PermissionsEditPublicTemplates,boolean
UserPermissionAccess,PermissionsModifyAllData,boolean
UserPermissionAccess,PermissionsManageCases,boolean
UserPermissionAccess,PermissionsMassInlineEdit,boolean
UserPermissionAccess,PermissionsEditKnowledge,boolean
UserPermissionAccess,PermissionsManageKnowledge,boolean
UserPermissionAccess,PermissionsManageSolutions,boolean
UserPermissionAccess,PermissionsCustomizeApplication,boolean
UserPermissionAccess,PermissionsEditReadonlyFields,boolean
UserPermissionAccess,PermissionsRunReports,boolean
UserPermissionAccess,PermissionsViewSetup,boolean
UserPermissionAccess,PermissionsTransferAnyEntity,boolean
UserPermissionAccess,PermissionsNewReportBuilder,boolean
UserPermissionAccess,PermissionsActivateContract,boolean
UserPermissionAccess,PermissionsActivateOrder,boolean
UserPermissionAccess,PermissionsImportLeads,boolean
UserPermissionAccess,PermissionsManageLeads,boolean
UserPermissionAccess,PermissionsTransferAnyLead,boolean
UserPermissionAccess,PermissionsViewAllData,boolean
UserPermissionAccess,PermissionsEditPublicDocuments,boolean
UserPermissionAccess,PermissionsViewEncryptedData,boolean
UserPermissionAccess,PermissionsEditBrandTemplates,boolean
UserPermissionAccess,PermissionsEditHtmlTemplates,boolean
UserPermissionAccess,PermissionsChatterInternalUser,boolean
UserPermissionAccess,PermissionsManageEncryptionKeys,boolean
UserPermissionAccess,PermissionsDeleteActivatedContract,boolean
UserPermissionAccess,PermissionsChatterInviteExternalUsers,boolean
UserPermissionAccess,PermissionsSendSitRequests,boolean
UserPermissionAccess,PermissionsManageRemoteAccess,boolean
UserPermissionAccess,PermissionsCanUseNewDashboardBuilder,boolean
UserPermissionAccess,PermissionsManageCategories,boolean
UserPermissionAccess,PermissionsConvertLeads,boolean
UserPermissionAccess,PermissionsPasswordNeverExpires,boolean
UserPermissionAccess,PermissionsUseTeamReassignWizards,boolean
UserPermissionAccess,PermissionsEditActivatedOrders,boolean
UserPermissionAccess,PermissionsInstallPackaging,boolean
UserPermissionAccess,PermissionsPublishPackaging,boolean
UserPermissionAccess,PermissionsChatterOwnGroups,boolean
UserPermissionAccess,PermissionsEditOppLineItemUnitPrice,boolean
UserPermissionAccess,PermissionsCreatePackaging,boolean
UserPermissionAccess,PermissionsBulkApiHardDelete,boolean
UserPermissionAccess,PermissionsSolutionImport,boolean
UserPermissionAccess,PermissionsManageCallCenters,boolean
UserPermissionAccess,PermissionsManageSynonyms,boolean
UserPermissionAccess,PermissionsViewContent,boolean
UserPermissionAccess,PermissionsManageEmailClientConfig,boolean
UserPermissionAccess,PermissionsEnableNotifications,boolean
UserPermissionAccess,PermissionsManageDataIntegrations,boolean
UserPermissionAccess,PermissionsDistributeFromPersWksp,boolean
UserPermissionAccess,PermissionsViewDataCategories,boolean
UserPermissionAccess,PermissionsManageDataCategories,boolean
UserPermissionAccess,PermissionsAuthorApex,boolean
UserPermissionAccess,PermissionsManageMobile,boolean
UserPermissionAccess,PermissionsApiEnabled,boolean
UserPermissionAccess,PermissionsManageCustomReportTypes,boolean
UserPermissionAccess,PermissionsEditCaseComments,boolean
UserPermissionAccess,PermissionsTransferAnyCase,boolean
UserPermissionAccess,PermissionsContentAdministrator,boolean
UserPermissionAccess,PermissionsCreateWorkspaces,boolean
UserPermissionAccess,PermissionsManageContentPermissions,boolean
UserPermissionAccess,PermissionsManageContentProperties,boolean
UserPermissionAccess,PermissionsManageContentTypes,boolean
UserPermissionAccess,PermissionsManageExchangeConfig,boolean
UserPermissionAccess,PermissionsManageAnalyticSnapshots,boolean
UserPermissionAccess,PermissionsScheduleReports,boolean
UserPermissionAccess,PermissionsManageBusinessHourHolidays,boolean
UserPermissionAccess,PermissionsManageEntitlements,boolean
UserPermissionAccess,PermissionsManageDynamicDashboards,boolean
UserPermissionAccess,PermissionsCustomSidebarOnAllPages,boolean
UserPermissionAccess,PermissionsManageInteraction,boolean
UserPermissionAccess,PermissionsViewMyTeamsDashboards,boolean
UserPermissionAccess,PermissionsModerateChatter,boolean
UserPermissionAccess,PermissionsResetPasswords,boolean
UserPermissionAccess,PermissionsFlowUFLRequired,boolean
UserPermissionAccess,PermissionsCanInsertFeedSystemFields,boolean
UserPermissionAccess,PermissionsActivitiesAccess,boolean
UserPermissionAccess,PermissionsManageKnowledgeImportExport,boolean
UserPermissionAccess,PermissionsEmailTemplateManagement,boolean
UserPermissionAccess,PermissionsEmailAdministration,boolean
UserPermissionAccess,PermissionsManageChatterMessages,boolean
UserPermissionAccess,PermissionsAllowEmailIC,boolean
UserPermissionAccess,PermissionsChatterFileLink,boolean
UserPermissionAccess,PermissionsForceTwoFactor,boolean
UserPermissionAccess,PermissionsViewEventLogFiles,boolean
UserPermissionAccess,PermissionsManageNetworks,boolean
UserPermissionAccess,PermissionsManageAuthProviders,boolean
UserPermissionAccess,PermissionsRunFlow,boolean
UserPermissionAccess,PermissionsCreateCustomizeDashboards,boolean
UserPermissionAccess,PermissionsCreateDashboardFolders,boolean
UserPermissionAccess,PermissionsViewPublicDashboards,boolean
UserPermissionAccess,PermissionsManageDashbdsInPubFolders,boolean
UserPermissionAccess,PermissionsCreateCustomizeReports,boolean
UserPermissionAccess,PermissionsCreateReportFolders,boolean
UserPermissionAccess,PermissionsViewPublicReports,boolean
UserPermissionAccess,PermissionsManageReportsInPubFolders,boolean
UserPermissionAccess,PermissionsEditMyDashboards,boolean
UserPermissionAccess,PermissionsEditMyReports,boolean
UserPermissionAccess,PermissionsViewAllUsers,boolean
UserPermissionAccess,PermissionsAllowUniversalSearch,boolean
UserPermissionAccess,PermissionsConnectOrgToEnvironmentHub,boolean
UserPermissionAccess,PermissionsWorkCalibrationUser,boolean
UserPermissionAccess,PermissionsCreateCustomizeFilters,boolean
UserPermissionAccess,PermissionsWorkDotComUserPerm,boolean
UserPermissionAccess,PermissionsContentHubUser,boolean
UserPermissionAccess,PermissionsGovernNetworks,boolean
UserPermissionAccess,PermissionsSalesConsole,boolean
UserPermissionAccess,PermissionsTwoFactorApi,boolean
UserPermissionAccess,PermissionsDeleteTopics,boolean
UserPermissionAccess,PermissionsEditTopics,boolean
UserPermissionAccess,PermissionsCreateTopics,boolean
UserPermissionAccess,PermissionsAssignTopics,boolean
UserPermissionAccess,PermissionsIdentityEnabled,boolean
UserPermissionAccess,PermissionsIdentityConnect,boolean
UserPermissionAccess,PermissionsAllowViewKnowledge,boolean
UserPermissionAccess,PermissionsContentWorkspaces,boolean
UserPermissionAccess,PermissionsManageSearchPromotionRules,boolean
UserPermissionAccess,PermissionsCustomMobileAppsAccess,boolean
UserPermissionAccess,PermissionsViewHelpLink,boolean
UserPermissionAccess,PermissionsManageProfilesPermissionsets,boolean
UserPermissionAccess,PermissionsAssignPermissionSets,boolean
UserPermissionAccess,PermissionsManageRoles,boolean
UserPermissionAccess,PermissionsManageIpAddresses,boolean
UserPermissionAccess,PermissionsManageSharing,boolean
UserPermissionAccess,PermissionsManageInternalUsers,boolean
UserPermissionAccess,PermissionsManagePasswordPolicies,boolean
UserPermissionAccess,PermissionsManageLoginAccessPolicies,boolean
UserPermissionAccess,PermissionsViewPlatformEvents,boolean
UserPermissionAccess,PermissionsManageCustomPermissions,boolean
UserPermissionAccess,PermissionsCanVerifyComment,boolean
UserPermissionAccess,PermissionsManageUnlistedGroups,boolean
UserPermissionAccess,PermissionsStdAutomaticActivityCapture,boolean
UserPermissionAccess,PermissionsInsightsAppDashboardEditor,boolean
UserPermissionAccess,PermissionsManageTwoFactor,boolean
UserPermissionAccess,PermissionsInsightsAppUser,boolean
UserPermissionAccess,PermissionsInsightsAppAdmin,boolean
UserPermissionAccess,PermissionsInsightsAppEltEditor,boolean
UserPermissionAccess,PermissionsInsightsAppUploadUser,boolean
UserPermissionAccess,PermissionsInsightsCreateApplication,boolean
UserPermissionAccess,PermissionsLightningExperienceUser,boolean
UserPermissionAccess,PermissionsViewDataLeakageEvents,boolean
UserPermissionAccess,PermissionsConfigCustomRecs,boolean
UserPermissionAccess,PermissionsSubmitMacrosAllowed,boolean
UserPermissionAccess,PermissionsBulkMacrosAllowed,boolean
UserPermissionAccess,PermissionsShareInternalArticles,boolean
UserPermissionAccess,PermissionsManageSessionPermissionSets,boolean
UserPermissionAccess,PermissionsManageTemplatedApp,boolean
UserPermissionAccess,PermissionsUseTemplatedApp,boolean
UserPermissionAccess,PermissionsSendAnnouncementEmails,boolean
UserPermissionAccess,PermissionsChatterEditOwnPost,boolean
UserPermissionAccess,PermissionsChatterEditOwnRecordPost,boolean
UserPermissionAccess,PermissionsWaveTabularDownload,boolean
UserPermissionAccess,PermissionsAutomaticActivityCapture,boolean
UserPermissionAccess,PermissionsImportCustomObjects,boolean
UserPermissionAccess,PermissionsDelegatedTwoFactor,boolean
UserPermissionAccess,PermissionsChatterComposeUiCodesnippet,boolean
UserPermissionAccess,PermissionsSelectFilesFromSalesforce,boolean
UserPermissionAccess,PermissionsModerateNetworkUsers,boolean
UserPermissionAccess,PermissionsMergeTopics,boolean
UserPermissionAccess,PermissionsSubscribeToLightningReports,boolean
UserPermissionAccess,PermissionsManagePvtRptsAndDashbds,boolean
UserPermissionAccess,PermissionsAllowLightningLogin,boolean
UserPermissionAccess,PermissionsCampaignInfluence2,boolean
UserPermissionAccess,PermissionsViewDataAssessment,boolean
UserPermissionAccess,PermissionsRemoveDirectMessageMembers,boolean
UserPermissionAccess,PermissionsCanApproveFeedPost,boolean
UserPermissionAccess,PermissionsAddDirectMessageMembers,boolean
UserPermissionAccess,PermissionsAllowViewEditConvertedLeads,boolean
UserPermissionAccess,PermissionsShowCompanyNameAsUserBadge,boolean
UserPermissionAccess,PermissionsAccessCMC,boolean
UserPermissionAccess,PermissionsViewHealthCheck,boolean
UserPermissionAccess,PermissionsManageHealthCheck,boolean
UserPermissionAccess,PermissionsPackaging2,boolean
UserPermissionAccess,PermissionsManageCertificates,boolean
UserPermissionAccess,PermissionsCreateReportInLightning,boolean
UserPermissionAccess,PermissionsPreventClassicExperience,boolean
UserPermissionAccess,PermissionsHideReadByList,boolean
UserPermissionAccess,PermissionsListEmailSend,boolean
UserPermissionAccess,PermissionsFeedPinning,boolean
UserPermissionAccess,PermissionsChangeDashboardColors,boolean
UserPermissionAccess,PermissionsManageRecommendationStrategies,boolean
UserPermissionAccess,PermissionsManagePropositions,boolean
UserPermissionAccess,PermissionsCloseConversations,boolean
UserPermissionAccess,PermissionsSubscribeReportRolesGrps,boolean
UserPermissionAccess,PermissionsSubscribeDashboardRolesGrps,boolean
UserPermissionAccess,PermissionsUseWebLink,boolean
UserPermissionAccess,PermissionsHasUnlimitedNBAExecutions,boolean
UserPermissionAccess,PermissionsViewOnlyEmbeddedAppUser,boolean
UserPermissionAccess,PermissionsViewAllActivities,boolean
UserPermissionAccess,PermissionsSubscribeReportToOtherUsers,boolean
UserPermissionAccess,PermissionsLightningConsoleAllowedForUser,boolean
UserPermissionAccess,PermissionsSubscribeReportsRunAsUser,boolean
UserPermissionAccess,PermissionsSubscribeToLightningDashboards,boolean
UserPermissionAccess,PermissionsSubscribeDashboardToOtherUsers,boolean
UserPermissionAccess,PermissionsCreateLtngTempInPub,boolean
UserPermissionAccess,PermissionsAppointmentBookingUserAccess,boolean
UserPermissionAccess,PermissionsTransactionalEmailSend,boolean
UserPermissionAccess,PermissionsViewPrivateStaticResources,boolean
UserPermissionAccess,PermissionsCreateLtngTempFolder,boolean
UserPermissionAccess,PermissionsApexRestServices,boolean
UserPermissionAccess,PermissionsConfigureLiveMessage,boolean
UserPermissionAccess,PermissionsLiveMessageAgent,boolean
UserPermissionAccess,PermissionsEnableCommunityAppLauncher,boolean
UserPermissionAccess,PermissionsGiveRecognitionBadge,boolean
UserPermissionAccess,PermissionsLightningSchedulerUserAccess,boolean
UserPermissionAccess,PermissionsLtngPromoReserved01UserPerm,boolean
UserPermissionAccess,PermissionsManageSubscriptions,boolean
UserPermissionAccess,PermissionsWaveManagePrivateAssetsUser,boolean
UserPermissionAccess,PermissionsCanEditDataPrepRecipe,boolean
UserPermissionAccess,PermissionsAddAnalyticsRemoteConnections,boolean
UserPermissionAccess,PermissionsManageSurveys,boolean
UserPermissionAccess,PermissionsViewRoles,boolean
UserPermissionAccess,PermissionsCanManageMaps,boolean
UserPermissionAccess,PermissionsLMOutboundMessagingUserPerm,boolean
UserPermissionAccess,PermissionsModifyDataClassification,boolean
UserPermissionAccess,PermissionsPrivacyDataAccess,boolean
UserPermissionAccess,PermissionsQueryAllFiles,boolean
UserPermissionAccess,PermissionsModifyMetadata,boolean
UserPermissionAccess,PermissionsManageCMS,boolean
UserPermissionAccess,PermissionsSandboxTestingInCommunityApp,boolean
UserPermissionAccess,PermissionsCanEditPrompts,boolean
UserPermissionAccess,PermissionsViewUserPII,boolean
UserPermissionAccess,PermissionsManageHubConnections,boolean
UserPermissionAccess,PermissionsB2BMarketingAnalyticsUser,boolean
UserPermissionAccess,PermissionsTraceXdsQueries,boolean
UserPermissionAccess,PermissionsViewSecurityCommandCenter,boolean
UserPermissionAccess,PermissionsManageSecurityCommandCenter,boolean
UserPermissionAccess,PermissionsViewAllCustomSettings,boolean
UserPermissionAccess,PermissionsViewAllForeignKeyNames,boolean
UserPermissionAccess,PermissionsAddWaveNotificationRecipients,boolean
UserPermissionAccess,PermissionsHeadlessCMSAccess,boolean
UserPermissionAccess,PermissionsLMEndMessagingSessionUserPerm,boolean
UserPermissionAccess,PermissionsConsentApiUpdate,boolean
UserPermissionAccess,PermissionsPaymentsAPIUser,boolean
UserPermissionAccess,PermissionsAccessContentBuilder,boolean
UserPermissionAccess,PermissionsAccountSwitcherUser,boolean
UserPermissionAccess,PermissionsViewAnomalyEvents,boolean
UserPermissionAccess,PermissionsManageC360AConnections,boolean
UserPermissionAccess,PermissionsIsContactCenterAdmin,boolean
UserPermissionAccess,PermissionsIsContactCenterAgent,boolean
UserPermissionAccess,PermissionsCanViewCallRecordings,boolean
UserPermissionAccess,PermissionsManageReleaseUpdates,boolean
UserPermissionAccess,PermissionsViewAllProfiles,boolean
UserPermissionAccess,PermissionsSkipIdentityConfirmation,boolean
UserPermissionAccess,PermissionsCanToggleCallRecordings,boolean
UserPermissionAccess,PermissionsLearningManager,boolean
UserPermissionAccess,PermissionsSendCustomNotifications,boolean
UserPermissionAccess,PermissionsPackaging2Delete,boolean
UserPermissionAccess,PermissionsUseOmnichannelInventoryAPIs,boolean
UserPermissionAccess,PermissionsViewRestrictionAndScopingRules,boolean
UserPermissionAccess,PermissionsFSCComprehensiveUserAccess,boolean
UserPermissionAccess,PermissionsBotManageBots,boolean
UserPermissionAccess,PermissionsBotManageBotsTrainingData,boolean
UserPermissionAccess,PermissionsSchedulingLineAmbassador,boolean
UserPermissionAccess,PermissionsSchedulingFacilityManager,boolean
UserPermissionAccess,PermissionsOmnichannelInventorySync,boolean
UserPermissionAccess,PermissionsManageLearningReporting,boolean
UserPermissionAccess,PermissionsIsotopeCToCUser,boolean
UserPermissionAccess,PermissionsCanAccessCE,boolean
UserPermissionAccess,PermissionsIsotopeAccess,boolean
UserPermissionAccess,PermissionsIsotopeLEX,boolean
UserPermissionAccess,PermissionsQuipMetricsAccess,boolean
UserPermissionAccess,PermissionsQuipUserEngagementMetrics,boolean
UserPermissionAccess,PermissionsManageExternalConnections,boolean
UserPermissionAccess,PermissionsUseReturnOrder,boolean
UserPermissionAccess,PermissionsUseReturnOrderAPIs,boolean
UserPermissionAccess,PermissionsUseSubscriptionEmails,boolean
UserPermissionAccess,PermissionsAIViewInsightObjects,boolean
UserPermissionAccess,PermissionsAICreateInsightObjects,boolean
UserPermissionAccess,PermissionsLifecycleManagementAPIUser,boolean
UserPermissionAccess,PermissionsNativeWebviewScrolling,boolean
UserPreference,Id,id
UserPreference,UserId,id
UserPreference,Preference,picklist
UserPreference,Value,textarea
UserPreference,SystemModstamp,datetime
UserProvAccount,Id,id
UserProvAccount,IsDeleted,boolean
UserProvAccount,Name,string
